INFO  - 2013-09-13 03:19:04.243; org.eclipse.jetty.server.Server; jetty-8.1.10.v20130312
INFO  - 2013-09-13 03:19:06.822; org.apache.solr.handler.component.HttpShardHandlerFactory; Setting maxThreadIdleTime to: 5
INFO  - 2013-09-13 03:19:06.822; org.apache.solr.handler.component.HttpShardHandlerFactory; Setting sizeOfQueue to: -1
INFO  - 2013-09-13 03:19:06.823; org.apache.solr.handler.component.HttpShardHandlerFactory; Setting fairnessPolicy to: false
INFO  - 2013-09-13 03:19:06.829; org.apache.solr.client.solrj.impl.HttpClientUtil; Creating new http client, config:maxConnectionsPerHost=20&maxConnections=10000&socketTimeout=0&connTimeout=0&retry=false
INFO  - 2013-09-13 03:19:07.120; org.apache.solr.logging.LogWatcher; Registering Log Listener [Log4j (org.slf4j.impl.Log4jLoggerFactory)]
INFO  - 2013-09-13 03:19:07.144; org.apache.solr.core.CoreContainer; Creating SolrCore 'food' using instanceDir: solr/food
INFO  - 2013-09-13 03:19:07.146; org.apache.solr.core.SolrResourceLoader; new SolrResourceLoader for directory: 'solr/food/'
INFO  - 2013-09-13 03:19:07.147; org.apache.solr.core.SolrResourceLoader; Adding 'file:/Users/zim/solr/foodrecommender/solr/food/lib/mysql-connector-java-5.0.8-bin.jar' to classloader
INFO  - 2013-09-13 03:19:07.196; org.apache.solr.core.SolrConfig; Adding specified lib dirs to ClassLoader
INFO  - 2013-09-13 03:19:07.199; org.apache.solr.core.SolrResourceLoader; Adding 'file:/Users/zim/solr/dist/solr-dataimporthandler-4.4.0.jar' to classloader
INFO  - 2013-09-13 03:19:07.199; org.apache.solr.core.SolrResourceLoader; Adding 'file:/Users/zim/solr/dist/solr-dataimporthandler-extras-4.4.0.jar' to classloader
INFO  - 2013-09-13 03:19:07.303; org.apache.solr.core.SolrConfig; Using Lucene MatchVersion: LUCENE_44
INFO  - 2013-09-13 03:19:07.444; org.apache.solr.core.SolrConfig; Loaded SolrConfig: solrconfig.xml
INFO  - 2013-09-13 03:19:07.449; org.apache.solr.schema.IndexSchema; Reading Solr Schema from schema.xml
INFO  - 2013-09-13 03:19:07.472; org.apache.solr.schema.IndexSchema; [food] Schema name=solr
INFO  - 2013-09-13 03:19:07.623; org.apache.solr.schema.IndexSchema; default search field in schema is text
INFO  - 2013-09-13 03:19:07.624; org.apache.solr.schema.IndexSchema; query parser default operator is OR
INFO  - 2013-09-13 03:19:07.626; org.apache.solr.schema.IndexSchema; unique key field: id
INFO  - 2013-09-13 03:19:07.741; org.apache.solr.core.SolrCore; solr.NRTCachingDirectoryFactory
INFO  - 2013-09-13 03:19:07.749; org.apache.solr.core.SolrCore; [food] Opening new SolrCore at solr/food/, dataDir=/Users/zim/solr/foodrecommender/solr/food/data/
INFO  - 2013-09-13 03:19:07.751; org.apache.solr.core.JmxMonitoredMap; No JMX servers found, not exposing Solr information with JMX.
INFO  - 2013-09-13 03:19:07.759; org.apache.solr.core.SolrCore; [food] Added SolrEventListener for newSearcher: org.apache.solr.core.QuerySenderListener{queries=[{q=solr,start=0,rows=10}, {q=rocks,start=0,rows=10}, {q=static newSearcher warming query from solrconfig.xml}]}
INFO  - 2013-09-13 03:19:07.759; org.apache.solr.core.SolrCore; [food] Added SolrEventListener for firstSearcher: org.apache.solr.core.QuerySenderListener{queries=[]}
INFO  - 2013-09-13 03:19:07.774; org.apache.solr.core.CachingDirectoryFactory; return new directory for /Users/zim/solr/foodrecommender/solr/food/data
INFO  - 2013-09-13 03:19:07.775; org.apache.solr.core.SolrCore; New index directory detected: old=null new=/Users/zim/solr/foodrecommender/solr/food/data/index/
WARN  - 2013-09-13 03:19:07.776; org.apache.solr.core.SolrCore; [food] Solr index directory '/Users/zim/solr/foodrecommender/solr/food/data/index' doesn't exist. Creating new index...
INFO  - 2013-09-13 03:19:07.785; org.apache.solr.core.CachingDirectoryFactory; return new directory for /Users/zim/solr/foodrecommender/solr/food/data/index
INFO  - 2013-09-13 03:19:07.866; org.apache.solr.core.SolrDeletionPolicy; SolrDeletionPolicy.onCommit: commits: num=1
	commit{dir=NRTCachingDirectory(org.apache.lucene.store.NIOFSDirectory@/Users/zim/solr/foodrecommender/solr/food/data/index lockFactory=org.apache.lucene.store.NativeFSLockFactory@546e3e5e; maxCacheMB=48.0 maxMergeSizeMB=4.0),segFN=segments_1,generation=1}
INFO  - 2013-09-13 03:19:07.867; org.apache.solr.core.SolrDeletionPolicy; newest commit generation = 1
INFO  - 2013-09-13 03:19:07.873; org.apache.solr.core.SolrCore; created xslt: solr.XSLTResponseWriter
INFO  - 2013-09-13 03:19:07.873; org.apache.solr.response.XSLTResponseWriter; xsltCacheLifetimeSeconds=5
INFO  - 2013-09-13 03:19:07.955; org.apache.solr.core.RequestHandlers; created standard: solr.StandardRequestHandler
INFO  - 2013-09-13 03:19:07.955; org.apache.solr.core.RequestHandlers; adding lazy requestHandler: solr.SpellCheckerRequestHandler
INFO  - 2013-09-13 03:19:07.955; org.apache.solr.core.RequestHandlers; created spellchecker: solr.SpellCheckerRequestHandler
INFO  - 2013-09-13 03:19:07.957; org.apache.solr.core.RequestHandlers; created /mlt: solr.MoreLikeThisHandler
INFO  - 2013-09-13 03:19:07.962; org.apache.solr.core.RequestHandlers; created /dataimport: org.apache.solr.handler.dataimport.DataImportHandler
INFO  - 2013-09-13 03:19:07.962; org.apache.solr.core.RequestHandlers; created /search: org.apache.solr.handler.component.SearchHandler
INFO  - 2013-09-13 03:19:07.963; org.apache.solr.core.RequestHandlers; adding lazy requestHandler: org.apache.solr.handler.component.SearchHandler
INFO  - 2013-09-13 03:19:07.963; org.apache.solr.core.RequestHandlers; created /elevate: org.apache.solr.handler.component.SearchHandler
INFO  - 2013-09-13 03:19:07.966; org.apache.solr.core.RequestHandlers; created /update: solr.UpdateRequestHandler
INFO  - 2013-09-13 03:19:07.967; org.apache.solr.core.RequestHandlers; created /admin/: org.apache.solr.handler.admin.AdminHandlers
INFO  - 2013-09-13 03:19:07.969; org.apache.solr.core.RequestHandlers; created /admin/ping: solr.PingRequestHandler
INFO  - 2013-09-13 03:19:07.971; org.apache.solr.core.RequestHandlers; created /debug/dump: solr.DumpRequestHandler
INFO  - 2013-09-13 03:19:07.988; org.apache.solr.handler.loader.XMLLoader; xsltCacheLifetimeSeconds=60
INFO  - 2013-09-13 03:19:08.003; org.apache.solr.search.SolrIndexSearcher; Opening Searcher@7fe5c339 main
INFO  - 2013-09-13 03:19:08.022; org.apache.solr.update.CommitTracker; Hard AutoCommit: disabled
INFO  - 2013-09-13 03:19:08.022; org.apache.solr.update.CommitTracker; Soft AutoCommit: disabled
INFO  - 2013-09-13 03:19:08.024; org.apache.solr.handler.component.QueryElevationComponent; Loading QueryElevation from: /Users/zim/solr/foodrecommender/solr/food/conf/elevate.xml
INFO  - 2013-09-13 03:19:08.078; org.apache.solr.core.CoreContainer; registering core: food
INFO  - 2013-09-13 03:19:08.078; org.apache.solr.core.QuerySenderListener; QuerySenderListener sending requests to Searcher@7fe5c339 main{StandardDirectoryReader(segments_1:1)}
INFO  - 2013-09-13 03:19:08.079; org.apache.solr.core.QuerySenderListener; QuerySenderListener done.
INFO  - 2013-09-13 03:19:08.080; org.apache.solr.core.SolrCore; [food] Registered new searcher Searcher@7fe5c339 main{StandardDirectoryReader(segments_1:1)}
INFO  - 2013-09-13 03:19:08.082; org.apache.solr.servlet.SolrDispatchFilter; user.dir=/Users/zim/solr/foodrecommender
INFO  - 2013-09-13 03:19:08.083; org.apache.solr.servlet.SolrDispatchFilter; SolrDispatchFilter.init() done
INFO  - 2013-09-13 03:19:08.165; org.eclipse.jetty.server.AbstractConnector; Started SocketConnector@0.0.0.0:8983
INFO  - 2013-09-13 03:19:26.083; org.apache.solr.servlet.SolrDispatchFilter; [admin] webapp=null path=/admin/cores params={indexInfo=false&_=1379035166067&wt=json} status=0 QTime=5 
INFO  - 2013-09-13 03:19:26.210; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/admin/system params={_=1379035166133&wt=json} status=0 QTime=57 
INFO  - 2013-09-13 03:19:29.313; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/admin/file/ params={file=admin-extra.menu-bottom.html&_=1379035169305&contentType=text/html;charset%3Dutf-8} status=0 QTime=2 
INFO  - 2013-09-13 03:19:29.323; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/admin/file/ params={file=admin-extra.menu-top.html&_=1379035169304&contentType=text/html;charset%3Dutf-8} status=0 QTime=0 
INFO  - 2013-09-13 03:19:29.372; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/admin/ping params={action=status&_=1379035169352&wt=json} status=503 QTime=4 
INFO  - 2013-09-13 03:19:29.378; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={command=details&_=1379035169348&wt=json} status=0 QTime=11 
INFO  - 2013-09-13 03:19:29.397; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/admin/file/ params={file=admin-extra.html&_=1379035169350} status=0 QTime=1 
INFO  - 2013-09-13 03:19:29.405; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/admin/luke params={numTerms=0&_=1379035169342&show=index&wt=json} status=0 QTime=14 
INFO  - 2013-09-13 03:19:37.167; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/admin/mbeans params={cat=QUERYHANDLER&_=1379035177162&wt=json} status=0 QTime=3 
INFO  - 2013-09-13 03:19:37.214; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/admin/mbeans params={cat=QUERYHANDLER&_=1379035177201&wt=json} status=0 QTime=1 
INFO  - 2013-09-13 03:19:37.222; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035177209&wt=json} status=0 QTime=1 
INFO  - 2013-09-13 03:19:37.227; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=show-config&_=1379035177203} status=0 QTime=9 
INFO  - 2013-09-13 03:19:39.265; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035179262&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:19:41.277; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035181273&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:19:43.296; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035183293&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:19:45.307; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035185305&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:19:47.317; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035187314&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:19:49.328; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035189326&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:19:51.338; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035191335&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:19:53.348; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035193345&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:19:55.359; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035195357&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:19:57.371; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035197368&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:19:59.389; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035199386&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:20:01.400; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035201397&wt=json} status=0 QTime=1 
INFO  - 2013-09-13 03:20:03.413; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035203410&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:20:05.426; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035205423&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:20:07.441; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035207438&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:20:09.454; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035209451&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:20:11.467; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035211464&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:20:13.479; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035213476&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:20:15.490; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035215487&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:20:17.501; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035217497&wt=json} status=0 QTime=1 
INFO  - 2013-09-13 03:20:19.512; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035219509&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:20:21.522; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035221519&wt=json} status=0 QTime=1 
INFO  - 2013-09-13 03:20:23.532; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035223529&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:20:25.544; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035225541&wt=json} status=0 QTime=1 
INFO  - 2013-09-13 03:20:27.553; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035227550&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:20:29.564; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035229560&wt=json} status=0 QTime=1 
INFO  - 2013-09-13 03:20:31.575; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035231572&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:20:33.587; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035233585&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:20:35.596; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035235593&wt=json} status=0 QTime=1 
INFO  - 2013-09-13 03:20:37.607; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035237604&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:20:39.618; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035239615&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:20:41.628; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035241625&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:20:43.638; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035243635&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:20:45.650; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035245647&wt=json} status=0 QTime=1 
INFO  - 2013-09-13 03:20:47.659; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035247656&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:20:49.670; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035249667&wt=json} status=0 QTime=1 
INFO  - 2013-09-13 03:20:51.680; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035251677&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:20:53.691; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035253688&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:20:55.703; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035255700&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:20:57.717; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035257714&wt=json} status=0 QTime=1 
INFO  - 2013-09-13 03:20:59.728; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035259725&wt=json} status=0 QTime=1 
INFO  - 2013-09-13 03:21:01.739; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035261736&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:21:03.751; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035263748&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:21:05.759; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035265756&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:21:07.770; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035267766&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:21:09.779; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035269777&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:21:11.788; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035271785&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:21:13.799; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035273796&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:21:15.811; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035275808&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:21:17.822; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035277819&wt=json} status=0 QTime=1 
INFO  - 2013-09-13 03:21:19.832; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035279829&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:21:21.844; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035281841&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:21:23.855; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035283852&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:21:25.865; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035285862&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:21:27.876; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035287873&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:21:29.887; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035289884&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:21:31.898; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035291895&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:21:33.910; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035293908&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:21:35.923; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035295920&wt=json} status=0 QTime=1 
INFO  - 2013-09-13 03:21:37.935; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035297932&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:21:39.948; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035299945&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:21:41.960; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035301957&wt=json} status=0 QTime=1 
INFO  - 2013-09-13 03:21:43.971; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035303968&wt=json} status=0 QTime=1 
INFO  - 2013-09-13 03:21:45.981; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035305978&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:21:47.992; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035307989&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:21:50.003; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035310000&wt=json} status=0 QTime=1 
INFO  - 2013-09-13 03:21:52.015; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035312012&wt=json} status=0 QTime=1 
INFO  - 2013-09-13 03:21:54.026; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035314023&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:21:56.039; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035316036&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:21:58.049; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035318046&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:22:00.060; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035320057&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:22:02.070; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035322067&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:22:04.081; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035324078&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:22:06.090; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035326087&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:22:08.100; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035328097&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:22:10.111; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035330108&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:22:12.122; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035332119&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:22:14.132; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035334130&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:22:16.143; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035336140&wt=json} status=0 QTime=1 
INFO  - 2013-09-13 03:22:18.153; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035338150&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:22:20.164; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035340161&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:22:22.174; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035342172&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:22:24.184; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035344182&wt=json} status=0 QTime=0 
INFO  - 2013-09-13 03:22:26.194; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035346191&wt=json} status=0 QTime=1 
INFO  - 2013-09-13 03:22:28.202; org.apache.solr.core.SolrCore; [food] webapp=/solr path=/dataimport params={indent=true&command=status&_=1379035348199&wt=json} status=0 QTime=1 
